Category,Message
ham,"Bro, what time is the lab tomorrow?"
spam,"FREE gift voucher worth 5,000. Reply YES to claim."
ham,Lunch at canteen at 12?
spam,"Instant loan up to 1,00,000. No documents needed. Apply now: http://gift-claim-center.net"
ham,"Bro, what time is the lab tomorrow?"
spam,"Your ATM card is blocked. Update details here: 10,000"
ham,Send me the PPT for today's seminar.
ham,Did you submit the assignment?
ham,Lunch at canteen at 8?
ham,Where are you now?
ham,Happy birthday! Have a great day 🎉
spam,"Earn 1,00,000 per day working from home. Register at http://offer-today.xyz"
ham,"Hey, I'll reach by 3 PM. Wait near library."
spam,"Get 1 year FREE Netflix. Activate here: 50,000"
ham,Don't forget our class at 5 tomorrow.
ham,I sent you the notes. Check WhatsApp.
spam,"FREE gift voucher worth 10,000. Reply YES to claim."
ham,Call me when you're free.
spam,"URGENT! Your bank account will be blocked. Verify now at 10,000"
spam,"Exclusive offer! Get flat 80% discount: 50,000"
ham,Can you share today's attendance code?
ham,Can you share today's attendance code?
ham,Are you coming to college today?
spam,"FREE gift voucher worth 10,000. Reply YES to claim."
ham,Where are you now?
spam,"Get 1 year FREE Netflix. Activate here: 5,000"
spam,"Recharge now and get 5GB free data. Limited offer: 10,000"
ham,Where are you now?
ham,Where are you now?
ham,"I'm on the way, will reach in 4 minutes."
spam,"Win a brand new smartphone! Register here: 10,000"
ham,I sent you the notes. Check WhatsApp.
spam,"Recharge now and get 5GB free data. Limited offer: 10,000"
spam,"Your electricity bill is pending. Pay now: 50,000"
spam,"Your ATM card is blocked. Update details here: 50,000"
spam,"FREE gift voucher worth 5,000. Reply YES to claim."
spam,"Exclusive offer! Get flat 80% discount: 5,000"
ham,Can you share today's attendance code?
ham,"I'm on the way, will reach in 6 minutes."
spam,"Exclusive offer! Get flat 80% discount: 10,000"
ham,Happy birthday! Have a great day 🎉
spam,"Get 1 year FREE Netflix. Activate here: 5,000"
spam,"URGENT! Your bank account will be blocked. Verify now at 50,000"
ham,Did you submit the assignment?
ham,Call me when you're free.
spam,"Instant loan up to 10,000. No documents needed. Apply now: http://click-free-prize.com"
ham,Meeting is at 2 in room 201.
ham,Call me when you're free.
spam,"You are selected for our lucky draw. Amount: 50,000. Contact: http://gift-claim-center.net"
ham,Meeting is at 12 in room hostel.
ham,Did you submit the assignment?
spam,"Claim your cashback of 1,00,000 rupees. Link: http://secure-verify.net"
ham,Are you coming to college today?
ham,Call me when you're free.
spam,"Your ATM card is blocked. Update details here: 10,000"
spam,"Exclusive offer! Get flat 80% discount: 5,000"
spam,"Your parcel is stuck. Pay delivery fee here: 10,000"
spam,"URGENT! Your bank account will be blocked. Verify now at 10,000"
ham,"Bro, what time is the lab tomorrow?"
ham,I'll call you in 10 minutes.
spam,"Earn 50,000 per day working from home. Register at http://secure-verify.net"
spam,"Earn 1,00,000 per day working from home. Register at http://bit.ly/win-now"
ham,I'll call you in 2 minutes.
ham,Meeting is at 6 in room C3.
spam,"Win a brand new smartphone! Register here: 5,000"
spam,"Your ATM card is blocked. Update details here: 5,000"
spam,"Your KYC has expired. Update immediately at 5,000"
spam,"You are selected for our lucky draw. Amount: 1,00,000. Contact: http://bit.ly/win-now"
ham,I'll call you in 8 minutes.
spam,"URGENT! Your bank account will be blocked. Verify now at 10,000"
spam,"Your KYC has expired. Update immediately at 50,000"
ham,Send me the PPT for today's seminar.
spam,"Earn 10,000 per day working from home. Register at http://offer-today.xyz"
ham,Send me the PPT for today's seminar.
spam,"Get 1 year FREE Netflix. Activate here: 5,000"
spam,"Your ATM card is blocked. Update details here: 5,000"
spam,"FREE gift voucher worth 50,000. Reply YES to claim."
ham,Are you coming to college today?
ham,"I'm on the way, will reach in 10 minutes."
spam,"URGENT! Your bank account will be blocked. Verify now at 10,000"
ham,"I'm on the way, will reach in 9 minutes."
spam,"Get 1 year FREE Netflix. Activate here: 50,000"
spam,"Congratulations! You have won 50,000 rupees. Click here: http://click-free-prize.com"
spam,"Earn 50,000 per day working from home. Register at http://gift-claim-center.net"
ham,"Bro, what time is the lab tomorrow?"
ham,I'll call you in 7 minutes.
ham,"Bro, what time is the lab tomorrow?"
ham,Can you share today's attendance code?
ham,"I'm on the way, will reach in 4 minutes."
spam,"Your ATM card is blocked. Update details here: 50,000"
spam,"URGENT! Your bank account will be blocked. Verify now at 10,000"
spam,"FREE gift voucher worth 5,000. Reply YES to claim."
spam,"Win a brand new smartphone! Register here: 10,000"
ham,"I'm on the way, will reach in 3 minutes."
spam,"Congratulations! You have won 10,000 rupees. Click here: http://offer-today.xyz"
ham,Don't forget our class at 6 tomorrow.
ham,Can you share today's attendance code?
spam,"Earn 1,00,000 per day working from home. Register at http://secure-verify.net"
ham,"Hey, I'll reach by 1 PM. Wait near C3."
spam,"Claim your cashback of 1,00,000 rupees. Link: http://click-free-prize.com"
ham,Lunch at canteen at 12?
spam,"Your parcel is stuck. Pay delivery fee here: 50,000"
ham,Can you share today's attendance code?
ham,"I'm on the way, will reach in 9 minutes."
spam,"FREE gift voucher worth 5,000. Reply YES to claim."
ham,Can you share today's attendance code?
ham,Send me the PPT for today's seminar.
spam,"You are selected for our lucky draw. Amount: 10,000. Contact: http://kyc-update-online.in"
spam,"Claim your cashback of 50,000 rupees. Link: http://offer-today.xyz"
ham,Did you submit the assignment?
spam,"FREE gift voucher worth 50,000. Reply YES to claim."
ham,Are you coming to college today?
spam,"Claim your cashback of 1,00,000 rupees. Link: http://offer-today.xyz"
ham,I sent you the notes. Check WhatsApp.
spam,"Congratulations! You have won 1,00,000 rupees. Click here: http://bit.ly/win-now"
ham,Lunch at canteen at 2?
spam,"Your electricity bill is pending. Pay now: 50,000"
ham,Are you coming to college today?
spam,"Exclusive offer! Get flat 80% discount: 50,000"
spam,"Win a brand new smartphone! Register here: 5,000"
ham,I sent you the notes. Check WhatsApp.
spam,"Instant loan up to 1,00,000. No documents needed. Apply now: http://kyc-update-online.in"
spam,"Earn 10,000 per day working from home. Register at http://gift-claim-center.net"
ham,Send me the PPT for today's seminar.
spam,"Earn 50,000 per day working from home. Register at http://kyc-update-online.in"
ham,Don't forget our class at 1 tomorrow.
spam,"You are selected for our lucky draw. Amount: 1,00,000. Contact: http://bit.ly/win-now"
ham,Did you submit the assignment?
spam,"FREE gift voucher worth 10,000. Reply YES to claim."
spam,"Your KYC has expired. Update immediately at 50,000"
ham,Did you submit the assignment?
spam,"Get 1 year FREE Netflix. Activate here: 10,000"
spam,"You are selected for our lucky draw. Amount: 10,000. Contact: http://gift-claim-center.net"
spam,"Recharge now and get 5GB free data. Limited offer: 5,000"
ham,I sent you the notes. Check WhatsApp.
spam,"You are selected for our lucky draw. Amount: 10,000. Contact: http://offer-today.xyz"
ham,Where are you now?
ham,Did you submit the assignment?
spam,"Your parcel is stuck. Pay delivery fee here: 50,000"
spam,"You are selected for our lucky draw. Amount: 50,000. Contact: http://gift-claim-center.net"
ham,Meeting is at 5 in room 305.
spam,"You are selected for our lucky draw. Amount: 50,000. Contact: http://offer-today.xyz"
ham,I sent you the notes. Check WhatsApp.
spam,"You are selected for our lucky draw. Amount: 50,000. Contact: http://click-free-prize.com"
ham,Call me when you're free.
spam,"Recharge now and get 5GB free data. Limited offer: 5,000"
ham,Did you submit the assignment?
spam,"Claim your cashback of 10,000 rupees. Link: http://click-free-prize.com"
spam,"Get 1 year FREE Netflix. Activate here: 50,000"
spam,"Your parcel is stuck. Pay delivery fee here: 50,000"
ham,Don't forget our class at 7 tomorrow.
ham,I'll call you in 10 minutes.
spam,"Your ATM card is blocked. Update details here: 50,000"
spam,"FREE gift voucher worth 10,000. Reply YES to claim."
ham,Can you share today's attendance code?
ham,Lunch at canteen at 6?
spam,"URGENT! Your bank account will be blocked. Verify now at 10,000"
spam,"Win a brand new smartphone! Register here: 5,000"
ham,Meeting is at 1 in room lab.
ham,Don't forget our class at 10 tomorrow.
spam,"URGENT! Your bank account will be blocked. Verify now at 50,000"
spam,"FREE gift voucher worth 5,000. Reply YES to claim."
ham,"I'm on the way, will reach in 8 minutes."
spam,"Recharge now and get 5GB free data. Limited offer: 50,000"
spam,"Your KYC has expired. Update immediately at 5,000"
ham,Lunch at canteen at 4?
ham,Don't forget our class at 9 tomorrow.
ham,I sent you the notes. Check WhatsApp.
spam,"Your KYC has expired. Update immediately at 10,000"
ham,Call me when you're free.
ham,Call me when you're free.
ham,"Bro, what time is the lab tomorrow?"
spam,"You are selected for our lucky draw. Amount: 1,00,000. Contact: http://kyc-update-online.in"
ham,Happy birthday! Have a great day 🎉
ham,Call me when you're free.
ham,Can you share today's attendance code?
spam,"FREE gift voucher worth 5,000. Reply YES to claim."
spam,"URGENT! Your bank account will be blocked. Verify now at 10,000"
spam,"Your parcel is stuck. Pay delivery fee here: 10,000"
spam,"Win a brand new smartphone! Register here: 5,000"
spam,"Exclusive offer! Get flat 80% discount: 10,000"
ham,Where are you now?
ham,Can you share today's attendance code?
ham,Send me the PPT for today's seminar.
ham,"Bro, what time is the lab tomorrow?"
spam,"Congratulations! You have won 1,00,000 rupees. Click here: http://click-free-prize.com"
ham,Call me when you're free.
spam,"Your KYC has expired. Update immediately at 5,000"
spam,"Recharge now and get 5GB free data. Limited offer: 50,000"
ham,Meeting is at 11 in room college gate.
ham,Call me when you're free.
ham,Are you coming to college today?
spam,"Your ATM card is blocked. Update details here: 5,000"
spam,"Exclusive offer! Get flat 80% discount: 10,000"
ham,I sent you the notes. Check WhatsApp.
ham,I sent you the notes. Check WhatsApp.
spam,"You are selected for our lucky draw. Amount: 1,00,000. Contact: http://click-free-prize.com"
ham,Where are you now?
ham,"Bro, what time is the lab tomorrow?"
ham,Are you coming to college today?
ham,I sent you the notes. Check WhatsApp.
ham,Can you share today's attendance code?
ham,Where are you now?
ham,Send me the PPT for today's seminar.
spam,"Instant loan up to 1,00,000. No documents needed. Apply now: http://offer-today.xyz"
ham,Don't forget our class at 2 tomorrow.
ham,I'll call you in 9 minutes.
spam,"Claim your cashback of 10,000 rupees. Link: http://bit.ly/win-now"
spam,"Claim your cashback of 50,000 rupees. Link: http://offer-today.xyz"
spam,"You are selected for our lucky draw. Amount: 50,000. Contact: http://secure-verify.net"
spam,"FREE gift voucher worth 5,000. Reply YES to claim."
ham,I sent you the notes. Check WhatsApp.
spam,"Get 1 year FREE Netflix. Activate here: 50,000"
spam,"FREE gift voucher worth 5,000. Reply YES to claim."
spam,"You are selected for our lucky draw. Amount: 1,00,000. Contact: http://secure-verify.net"
spam,"Your parcel is stuck. Pay delivery fee here: 10,000"
spam,"URGENT! Your bank account will be blocked. Verify now at 5,000"
ham,Call me when you're free.
spam,"Your parcel is stuck. Pay delivery fee here: 5,000"
spam,"Earn 50,000 per day working from home. Register at http://click-free-prize.com"
spam,"Win a brand new smartphone! Register here: 5,000"
spam,"Your KYC has expired. Update immediately at 10,000"
ham,Where are you now?
spam,"You are selected for our lucky draw. Amount: 1,00,000. Contact: http://click-free-prize.com"
spam,"Your electricity bill is pending. Pay now: 5,000"
ham,Meeting is at 8 in room library.
spam,"Earn 1,00,000 per day working from home. Register at http://click-free-prize.com"
ham,"Hey, I'll reach by 7 PM. Wait near college gate."
spam,"Congratulations! You have won 1,00,000 rupees. Click here: http://bit.ly/win-now"
spam,"FREE gift voucher worth 50,000. Reply YES to claim."
spam,"Win a brand new smartphone! Register here: 50,000"
spam,"Instant loan up to 1,00,000. No documents needed. Apply now: http://gift-claim-center.net"
spam,"Your ATM card is blocked. Update details here: 5,000"
ham,Lunch at canteen at 9?
ham,Send me the PPT for today's seminar.
spam,"FREE gift voucher worth 50,000. Reply YES to claim."
spam,"Your electricity bill is pending. Pay now: 5,000"
ham,Meeting is at 9 in room C3.
spam,"Win a brand new smartphone! Register here: 50,000"
spam,"FREE gift voucher worth 50,000. Reply YES to claim."
spam,"Congratulations! You have won 50,000 rupees. Click here: http://gift-claim-center.net"
ham,I sent you the notes. Check WhatsApp.
ham,Did you submit the assignment?
spam,"Recharge now and get 5GB free data. Limited offer: 10,000"
spam,"Claim your cashback of 10,000 rupees. Link: http://kyc-update-online.in"
ham,Can you share today's attendance code?
spam,"Get 1 year FREE Netflix. Activate here: 50,000"
spam,"Exclusive offer! Get flat 80% discount: 10,000"
ham,I sent you the notes. Check WhatsApp.
spam,"Your parcel is stuck. Pay delivery fee here: 10,000"
spam,"Instant loan up to 10,000. No documents needed. Apply now: http://offer-today.xyz"
spam,"Claim your cashback of 1,00,000 rupees. Link: http://click-free-prize.com"
ham,I'll call you in 5 minutes.
ham,"I'm on the way, will reach in 7 minutes."
spam,"Your parcel is stuck. Pay delivery fee here: 50,000"
ham,I sent you the notes. Check WhatsApp.
spam,"FREE gift voucher worth 50,000. Reply YES to claim."
ham,Send me the PPT for today's seminar.
ham,"Bro, what time is the lab tomorrow?"
ham,I'll call you in 12 minutes.
spam,"Recharge now and get 5GB free data. Limited offer: 50,000"
spam,"Exclusive offer! Get flat 80% discount: 50,000"
ham,Send me the PPT for today's seminar.
spam,"Exclusive offer! Get flat 80% discount: 10,000"
spam,"Get 1 year FREE Netflix. Activate here: 5,000"
ham,I'll call you in 8 minutes.
ham,Happy birthday! Have a great day 🎉
ham,Are you coming to college today?
ham,Lunch at canteen at 10?
spam,"Congratulations! You have won 10,000 rupees. Click here: http://click-free-prize.com"
ham,Can you share today's attendance code?
ham,Send me the PPT for today's seminar.
ham,Did you submit the assignment?
spam,"Get 1 year FREE Netflix. Activate here: 50,000"
spam,"You are selected for our lucky draw. Amount: 50,000. Contact: http://click-free-prize.com"
spam,"Congratulations! You have won 10,000 rupees. Click here: http://bit.ly/win-now"
ham,"I'm on the way, will reach in 2 minutes."
ham,Did you submit the assignment?
spam,"Recharge now and get 5GB free data. Limited offer: 50,000"
ham,Send me the PPT for today's seminar.
spam,"Claim your cashback of 50,000 rupees. Link: http://secure-verify.net"
spam,"Win a brand new smartphone! Register here: 10,000"
ham,Did you submit the assignment?
spam,"URGENT! Your bank account will be blocked. Verify now at 10,000"
ham,Call me when you're free.
spam,"FREE gift voucher worth 10,000. Reply YES to claim."
spam,"You are selected for our lucky draw. Amount: 1,00,000. Contact: http://offer-today.xyz"
spam,"FREE gift voucher worth 50,000. Reply YES to claim."
ham,I'll call you in 8 minutes.
ham,I sent you the notes. Check WhatsApp.
spam,"Earn 1,00,000 per day working from home. Register at http://bit.ly/win-now"
ham,Don't forget our class at 10 tomorrow.
spam,"You are selected for our lucky draw. Amount: 1,00,000. Contact: http://gift-claim-center.net"
ham,"Bro, what time is the lab tomorrow?"
spam,"Earn 1,00,000 per day working from home. Register at http://kyc-update-online.in"
ham,Meeting is at 2 in room C3.
ham,Don't forget our class at 4 tomorrow.
ham,I'll call you in 1 minutes.
spam,"Exclusive offer! Get flat 80% discount: 50,000"
spam,"Win a brand new smartphone! Register here: 5,000"
ham,"Hey, I'll reach by 9 PM. Wait near lab."
ham,Where are you now?
ham,"Bro, what time is the lab tomorrow?"
spam,"Get 1 year FREE Netflix. Activate here: 5,000"
spam,"Congratulations! You have won 50,000 rupees. Click here: http://secure-verify.net"
spam,"Your ATM card is blocked. Update details here: 10,000"
ham,"I'm on the way, will reach in 10 minutes."
spam,"Win a brand new smartphone! Register here: 5,000"
spam,"URGENT! Your bank account will be blocked. Verify now at 10,000"
ham,Lunch at canteen at 5?
spam,"You are selected for our lucky draw. Amount: 50,000. Contact: http://kyc-update-online.in"
spam,"Your parcel is stuck. Pay delivery fee here: 5,000"
spam,"Recharge now and get 5GB free data. Limited offer: 5,000"
ham,Can you share today's attendance code?
ham,Happy birthday! Have a great day 🎉
ham,I sent you the notes. Check WhatsApp.
spam,"Your parcel is stuck. Pay delivery fee here: 50,000"
spam,"Your electricity bill is pending. Pay now: 10,000"
ham,Can you share today's attendance code?
ham,Can you share today's attendance code?
spam,"URGENT! Your bank account will be blocked. Verify now at 5,000"
spam,"FREE gift voucher worth 5,000. Reply YES to claim."
spam,"Get 1 year FREE Netflix. Activate here: 50,000"
spam,"Exclusive offer! Get flat 80% discount: 50,000"
ham,Meeting is at 3 in room canteen.
spam,"Your parcel is stuck. Pay delivery fee here: 5,000"
ham,"Bro, what time is the lab tomorrow?"
ham,Send me the PPT for today's seminar.
ham,I sent you the notes. Check WhatsApp.
ham,Where are you now?
ham,"Hey, I'll reach by 3 PM. Wait near college gate."
ham,Happy birthday! Have a great day 🎉
spam,"Win a brand new smartphone! Register here: 10,000"
ham,I sent you the notes. Check WhatsApp.
ham,Can you share today's attendance code?
ham,Don't forget our class at 7 tomorrow.
spam,"Instant loan up to 1,00,000. No documents needed. Apply now: http://offer-today.xyz"
ham,Can you share today's attendance code?
spam,"Recharge now and get 5GB free data. Limited offer: 5,000"
spam,"Recharge now and get 5GB free data. Limited offer: 10,000"
ham,"I'm on the way, will reach in 9 minutes."
spam,"Your electricity bill is pending. Pay now: 50,000"
ham,Lunch at canteen at 12?
ham,I sent you the notes. Check WhatsApp.
ham,Where are you now?
spam,"Your ATM card is blocked. Update details here: 50,000"
spam,"Instant loan up to 50,000. No documents needed. Apply now: http://gift-claim-center.net"
spam,"You are selected for our lucky draw. Amount: 10,000. Contact: http://click-free-prize.com"
spam,"Earn 50,000 per day working from home. Register at http://kyc-update-online.in"
ham,Can you share today's attendance code?
ham,"I'm on the way, will reach in 12 minutes."
ham,Meeting is at 12 in room college gate.
spam,"Exclusive offer! Get flat 80% discount: 5,000"
spam,"Claim your cashback of 1,00,000 rupees. Link: http://bit.ly/win-now"
ham,Can you share today's attendance code?
ham,Lunch at canteen at 7?
spam,"Earn 50,000 per day working from home. Register at http://kyc-update-online.in"
spam,"Claim your cashback of 10,000 rupees. Link: http://click-free-prize.com"
ham,Can you share today's attendance code?
spam,"Exclusive offer! Get flat 80% discount: 10,000"
ham,"Bro, what time is the lab tomorrow?"
ham,Meeting is at 4 in room lab.
ham,Happy birthday! Have a great day 🎉
ham,Happy birthday! Have a great day 🎉
ham,I'll call you in 5 minutes.
spam,"Earn 1,00,000 per day working from home. Register at http://bit.ly/win-now"
spam,"Instant loan up to 10,000. No documents needed. Apply now: http://offer-today.xyz"
spam,"You are selected for our lucky draw. Amount: 1,00,000. Contact: http://bit.ly/win-now"
spam,"Claim your cashback of 10,000 rupees. Link: http://click-free-prize.com"
ham,"Bro, what time is the lab tomorrow?"
spam,"Your ATM card is blocked. Update details here: 10,000"
spam,"Instant loan up to 10,000. No documents needed. Apply now: http://offer-today.xyz"
ham,Happy birthday! Have a great day 🎉
spam,"Your parcel is stuck. Pay delivery fee here: 50,000"
ham,"I'm on the way, will reach in 5 minutes."
ham,Happy birthday! Have a great day 🎉
spam,"Earn 1,00,000 per day working from home. Register at http://click-free-prize.com"
spam,"Get 1 year FREE Netflix. Activate here: 50,000"
ham,Did you submit the assignment?
ham,Meeting is at 1 in room 101.
ham,Happy birthday! Have a great day 🎉
spam,"Your electricity bill is pending. Pay now: 50,000"
spam,"Claim your cashback of 1,00,000 rupees. Link: http://gift-claim-center.net"
ham,Can you share today's attendance code?
ham,Are you coming to college today?
ham,Where are you now?
ham,Can you share today's attendance code?
spam,"Your parcel is stuck. Pay delivery fee here: 50,000"
ham,"I'm on the way, will reach in 8 minutes."
spam,"Win a brand new smartphone! Register here: 5,000"
ham,Did you submit the assignment?
ham,Happy birthday! Have a great day 🎉
ham,Happy birthday! Have a great day 🎉
spam,"Instant loan up to 10,000. No documents needed. Apply now: http://bit.ly/win-now"
ham,Send me the PPT for today's seminar.
spam,"Claim your cashback of 10,000 rupees. Link: http://secure-verify.net"
spam,"Exclusive offer! Get flat 80% discount: 10,000"
spam,"Your ATM card is blocked. Update details here: 5,000"
ham,Happy birthday! Have a great day 🎉
spam,"Instant loan up to 50,000. No documents needed. Apply now: http://gift-claim-center.net"
ham,I sent you the notes. Check WhatsApp.
ham,Can you share today's attendance code?
spam,"Win a brand new smartphone! Register here: 50,000"
ham,Happy birthday! Have a great day 🎉
ham,Don't forget our class at 5 tomorrow.
ham,"Hey, I'll reach by 7 PM. Wait near library."
spam,"Instant loan up to 1,00,000. No documents needed. Apply now: http://click-free-prize.com"
spam,"Recharge now and get 5GB free data. Limited offer: 10,000"
spam,"Your KYC has expired. Update immediately at 10,000"
spam,"Instant loan up to 1,00,000. No documents needed. Apply now: http://gift-claim-center.net"
spam,"FREE gift voucher worth 10,000. Reply YES to claim."
ham,"Hey, I'll reach by 8 PM. Wait near 201."
spam,"Your parcel is stuck. Pay delivery fee here: 5,000"
ham,Meeting is at 8 in room canteen.
ham,"Hey, I'll reach by 8 PM. Wait near college gate."
ham,I'll call you in 5 minutes.
spam,"URGENT! Your bank account will be blocked. Verify now at 50,000"
spam,"Get 1 year FREE Netflix. Activate here: 10,000"
spam,"Get 1 year FREE Netflix. Activate here: 10,000"
spam,"Win a brand new smartphone! Register here: 50,000"
spam,"You are selected for our lucky draw. Amount: 50,000. Contact: http://click-free-prize.com"
ham,"Bro, what time is the lab tomorrow?"
spam,"Get 1 year FREE Netflix. Activate here: 10,000"
ham,Don't forget our class at 5 tomorrow.
spam,"You are selected for our lucky draw. Amount: 1,00,000. Contact: http://click-free-prize.com"
spam,"Earn 50,000 per day working from home. Register at http://click-free-prize.com"
ham,I'll call you in 10 minutes.
ham,I sent you the notes. Check WhatsApp.
ham,Did you submit the assignment?
ham,"Bro, what time is the lab tomorrow?"
spam,"Recharge now and get 5GB free data. Limited offer: 50,000"
spam,"Win a brand new smartphone! Register here: 10,000"
ham,Are you coming to college today?
spam,"Instant loan up to 10,000. No documents needed. Apply now: http://bit.ly/win-now"
ham,I'll call you in 7 minutes.
spam,"Win a brand new smartphone! Register here: 5,000"
spam,"Get 1 year FREE Netflix. Activate here: 10,000"
spam,"Instant loan up to 50,000. No documents needed. Apply now: http://secure-verify.net"
ham,Can you share today's attendance code?
spam,"URGENT! Your bank account will be blocked. Verify now at 50,000"
ham,I'll call you in 2 minutes.
ham,Call me when you're free.
ham,Call me when you're free.
ham,"Bro, what time is the lab tomorrow?"
ham,Call me when you're free.
spam,"Get 1 year FREE Netflix. Activate here: 5,000"
ham,"I'm on the way, will reach in 11 minutes."
spam,"Claim your cashback of 10,000 rupees. Link: http://secure-verify.net"
spam,"URGENT! Your bank account will be blocked. Verify now at 10,000"
spam,"Claim your cashback of 1,00,000 rupees. Link: http://kyc-update-online.in"
spam,"Your KYC has expired. Update immediately at 50,000"
ham,"Bro, what time is the lab tomorrow?"
spam,"FREE gift voucher worth 5,000. Reply YES to claim."
spam,"Your KYC has expired. Update immediately at 5,000"
spam,"Claim your cashback of 10,000 rupees. Link: http://secure-verify.net"
spam,"Your ATM card is blocked. Update details here: 10,000"
ham,Happy birthday! Have a great day 🎉
spam,"FREE gift voucher worth 10,000. Reply YES to claim."
ham,Call me when you're free.
ham,Lunch at canteen at 10?
spam,"Earn 1,00,000 per day working from home. Register at http://bit.ly/win-now"
spam,"Your parcel is stuck. Pay delivery fee here: 50,000"
spam,"Your KYC has expired. Update immediately at 10,000"
spam,"You are selected for our lucky draw. Amount: 1,00,000. Contact: http://click-free-prize.com"
spam,"Win a brand new smartphone! Register here: 5,000"
ham,"Bro, what time is the lab tomorrow?"
ham,Are you coming to college today?
ham,Lunch at canteen at 3?
ham,Send me the PPT for today's seminar.
ham,"Hey, I'll reach by 11 PM. Wait near lab."
spam,"Win a brand new smartphone! Register here: 10,000"
ham,"Hey, I'll reach by 2 PM. Wait near 305."
ham,Don't forget our class at 10 tomorrow.
ham,Meeting is at 6 in room 201.
spam,"Your KYC has expired. Update immediately at 10,000"
ham,Send me the PPT for today's seminar.
ham,Send me the PPT for today's seminar.
ham,Send me the PPT for today's seminar.
ham,Are you coming to college today?
spam,"Your parcel is stuck. Pay delivery fee here: 5,000"
ham,"Hey, I'll reach by 8 PM. Wait near C3."
ham,Are you coming to college today?
spam,"Your parcel is stuck. Pay delivery fee here: 50,000"
ham,Are you coming to college today?
ham,"I'm on the way, will reach in 5 minutes."
ham,I'll call you in 10 minutes.
spam,"You are selected for our lucky draw. Amount: 10,000. Contact: http://bit.ly/win-now"
ham,"I'm on the way, will reach in 3 minutes."
spam,"You are selected for our lucky draw. Amount: 10,000. Contact: http://bit.ly/win-now"
spam,"Your KYC has expired. Update immediately at 50,000"
spam,"Your parcel is stuck. Pay delivery fee here: 10,000"
spam,"FREE gift voucher worth 50,000. Reply YES to claim."
spam,"Your electricity bill is pending. Pay now: 50,000"
ham,Don't forget our class at 11 tomorrow.
spam,"Instant loan up to 1,00,000. No documents needed. Apply now: http://bit.ly/win-now"
ham,Don't forget our class at 12 tomorrow.
spam,"Your parcel is stuck. Pay delivery fee here: 5,000"
ham,Are you coming to college today?
spam,"Claim your cashback of 10,000 rupees. Link: http://gift-claim-center.net"
spam,"Your ATM card is blocked. Update details here: 5,000"
ham,Meeting is at 9 in room hostel.
spam,"Your ATM card is blocked. Update details here: 50,000"
ham,Where are you now?
ham,Meeting is at 5 in room 305.
ham,Happy birthday! Have a great day 🎉
spam,"Your parcel is stuck. Pay delivery fee here: 50,000"
ham,I sent you the notes. Check WhatsApp.
ham,I'll call you in 5 minutes.
spam,"Your ATM card is blocked. Update details here: 5,000"
ham,Can you share today's attendance code?
ham,"I'm on the way, will reach in 5 minutes."
spam,"Instant loan up to 1,00,000. No documents needed. Apply now: http://offer-today.xyz"
ham,I sent you the notes. Check WhatsApp.
ham,I sent you the notes. Check WhatsApp.
spam,"Your electricity bill is pending. Pay now: 10,000"
spam,"Get 1 year FREE Netflix. Activate here: 5,000"
spam,"Your electricity bill is pending. Pay now: 50,000"
spam,"URGENT! Your bank account will be blocked. Verify now at 10,000"
ham,Call me when you're free.
spam,"URGENT! Your bank account will be blocked. Verify now at 5,000"
spam,"Claim your cashback of 1,00,000 rupees. Link: http://bit.ly/win-now"
spam,"You are selected for our lucky draw. Amount: 50,000. Contact: http://bit.ly/win-now"
ham,Can you share today's attendance code?
spam,"FREE gift voucher worth 10,000. Reply YES to claim."
ham,Lunch at canteen at 3?
ham,"Hey, I'll reach by 3 PM. Wait near lab."
spam,"URGENT! Your bank account will be blocked. Verify now at 50,000"
spam,"Your ATM card is blocked. Update details here: 50,000"
ham,Lunch at canteen at 10?
ham,"I'm on the way, will reach in 3 minutes."
ham,I'll call you in 1 minutes.
spam,"You are selected for our lucky draw. Amount: 10,000. Contact: http://kyc-update-online.in"
spam,"Claim your cashback of 1,00,000 rupees. Link: http://offer-today.xyz"
ham,Are you coming to college today?
ham,"Hey, I'll reach by 1 PM. Wait near 201."
spam,"Recharge now and get 5GB free data. Limited offer: 50,000"
ham,Lunch at canteen at 5?
ham,"Hey, I'll reach by 3 PM. Wait near 201."
spam,"Win a brand new smartphone! Register here: 5,000"
spam,"Exclusive offer! Get flat 80% discount: 5,000"
spam,"You are selected for our lucky draw. Amount: 1,00,000. Contact: http://secure-verify.net"
spam,"Earn 50,000 per day working from home. Register at http://offer-today.xyz"
ham,I'll call you in 9 minutes.
ham,"I'm on the way, will reach in 10 minutes."
ham,Lunch at canteen at 3?
spam,"Your KYC has expired. Update immediately at 5,000"
spam,"Your KYC has expired. Update immediately at 5,000"
spam,"Exclusive offer! Get flat 80% discount: 50,000"
ham,Happy birthday! Have a great day 🎉
ham,Where are you now?
spam,"Your electricity bill is pending. Pay now: 50,000"
spam,"You are selected for our lucky draw. Amount: 50,000. Contact: http://bit.ly/win-now"
spam,"URGENT! Your bank account will be blocked. Verify now at 5,000"
spam,"Claim your cashback of 50,000 rupees. Link: http://secure-verify.net"
ham,Did you submit the assignment?
ham,I'll call you in 5 minutes.
spam,"Recharge now and get 5GB free data. Limited offer: 50,000"
ham,Can you share today's attendance code?
spam,"Your electricity bill is pending. Pay now: 10,000"
spam,"Your KYC has expired. Update immediately at 10,000"
ham,Lunch at canteen at 3?
